order_no,status,datetime,outlet,service_type,service_number,sale_date,shift,terminal,placed_by,closed_by,table_info,items,discount_type,discount_amount,total
006559,Completed,28-05-2024 10:01:20 PM,Default Outlet,Takeaway,# 24,28-05-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 12” (৳399.00),,,399.00
006558,Completed,28-05-2024 09:52:23 PM,Default Outlet,Dine-in,# 22,28-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken Offer (qty: 1) + 12” (৳399.00),,,399.00
006557,Completed,28-05-2024 08:15:54 PM,Default Outlet,Dine-in,# 20,28-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 6,BBQ Chicken Offer (qty: 1) + 9” (৳299.00) | Mixed Pasta (qty: 1) | Soft Drinks (qty: 2),,,579.00
006556,Completed,28-05-2024 08:09:34 PM,Default Outlet,Dine-in,# 19,28-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken Offer (qty: 1) + 12” (৳399.00) | Naga Meat Box (qty: 1) | Soft Drinks (qty: 3),,,703.00
006555,Completed,28-05-2024 07:13:35 PM,Default Outlet,Delivery,# 18,28-05-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 12” (৳399.00),,,399.00
006554,Completed,28-05-2024 07:04:45 PM,Default Outlet,Takeaway,# 17,28-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken Offer (qty: 1) + 12” (৳399.00),,,399.00
006553,Completed,28-05-2024 06:46:40 PM,Default Outlet,Dine-in,# 14,28-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 4,BBQ Chicken Offer (qty: 1) + 12” (৳399.00) | Mixed Pasta (qty: 1) | Soft Drinks (qty: 1),,,654.00
006552,Completed,28-05-2024 06:23:36 PM,Default Outlet,Delivery,# 16,28-05-2024,Default Shift,Default Terminal,Admin,Admin,,Chicken Shawarma (qty: 2),,,270.00
006551,Completed,28-05-2024 06:15:27 PM,Default Outlet,Delivery,# 15,28-05-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 12” (৳399.00),,,399.00
006550,Completed,28-05-2024 06:14:47 PM,Default Outlet,Dine-in,# 13,28-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken Offer (qty: 1) + 12” (৳399.00),,,399.00
006549,Completed,28-05-2024 05:57:30 PM,Default Outlet,Delivery,# 12,28-05-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 12” (৳399.00),,,399.00
006548,Completed,28-05-2024 05:55:36 PM,Default Outlet,Dine-in,# 11,28-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 3,Red Chilli Pasta (qty: 1) | Chocolate Cold Coffee (qty: 1),,,260.00
006547,Completed,28-05-2024 05:04:27 PM,Default Outlet,Dine-in,# 10,28-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 8,Four Season (qty: 1) + Medium (৳470.00) | Chocolate Cold Coffee (qty: 2),,,630.00
006546,Completed,28-05-2024 04:28:57 PM,Default Outlet,Dine-in,# 9,28-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 8,Mexican Hot (qty: 1) + Small (৳250.00) | Chocolate Cold Coffee (qty: 2) | Potato Masala Wedges (qty: 1),,,500.00
006545,Completed,28-05-2024 03:43:02 PM,Default Outlet,Dine-in,# 4,28-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 6,Regular Pasta (qty: 1) | Chicken Chowmein 1:2 (qty: 1),,,380.00
006544,Completed,28-05-2024 03:19:19 PM,Default Outlet,Dine-in,# 7,28-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 5,Crispy Rice Bowl (qty: 1) | Fresh Water (qty: 1),,,139.00
006543,Completed,28-05-2024 01:35:00 PM,Default Outlet,Dine-in,# 3,28-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 4,BBQ Chicken Offer (qty: 1) + 12” (৳399.00) | Soft Drinks (qty: 2),,,449.00
006542,Completed,28-05-2024 12:43:36 PM,Default Outlet,Takeaway,# 2,28-05-2024,Default Shift,Default Terminal,Admin,Admin,,Chicken Sausage Offer (qty: 1) + 12” (৳399.00) | B.B.Q Meat Box (qty: 1),,,628.00
006541,Completed,27-05-2024 11:06:54 PM,Default Outlet,Takeaway,# 21,27-05-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 12” (৳399.00),,,399.00
006540,Completed,27-05-2024 10:12:24 PM,Default Outlet,Delivery,# 20,27-05-2024,Default Shift,Default Terminal,Admin,Admin,,Classic Meat Box (qty: 1) + 6” (৳199.00) | BBQ Chicken Offer (qty: 1),,,418.00
006539,Completed,27-05-2024 10:10:16 PM,Default Outlet,Dine-in,# 19,27-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken Offer (qty: 1) + 6” (৳199.00) | Chicken Sausage Offer (qty: 1) + 6” (৳199.00) | Soft Drinks (qty: 1),,,423.00
006538,Completed,27-05-2024 09:30:41 PM,Default Outlet,Takeaway,# 15,27-05-2024,Default Shift,Default Terminal,Admin,Admin,,Chicken Sausage Offer (qty: 1) + 9” (৳299.00),,,299.00
006537,Deleted,27-05-2024 09:30:27 PM,Default Outlet,Dine-in,# 16,27-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken Offer (qty: 1) + 6” (৳199.00) | Chicken Sausage Offer (qty: 1) + 6” (৳199.00),,,398.00
006536,Completed,27-05-2024 09:14:38 PM,Default Outlet,Dine-in,# 9,27-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 4,Hot Coffee (qty: 2) | Chicken Pop (qty: 1),,,240.00
006535,Completed,27-05-2024 09:06:28 PM,Default Outlet,Dine-in,# 10,27-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 3,Naga Spicy Chicken (qty: 1) + Small (৳280.00) | Fresh Water (qty: 1) | Soft Drinks (qty: 1) | Chicken Chowmein 1:2 (qty: 1),,,505.00
006534,Completed,27-05-2024 09:05:12 PM,Default Outlet,Dine-in,# 14,27-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken Offer (qty: 1) + 12” (৳399.00),,,399.00
006533,Completed,27-05-2024 09:04:12 PM,Default Outlet,Takeaway,# 12,27-05-2024,Default Shift,Default Terminal,Admin,Admin,,Chicken Sausage Offer (qty: 1) + 12” (৳399.00),,,399.00
006532,Completed,27-05-2024 08:58:39 PM,Default Outlet,Delivery,# 6,27-05-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 12” (৳399.00),,,399.00
006531,Completed,27-05-2024 08:52:02 PM,Default Outlet,Delivery,# 11,27-05-2024,Default Shift,Default Terminal,Admin,Admin,,Fried Chicken 6pcs (qty: 1) + 9” (৳299.00) | BBQ Chicken Offer (qty: 1),,,599.00
006530,Completed,27-05-2024 08:45:16 PM,Default Outlet,Dine-in,# 7,27-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 8,Naga Meat Box (qty: 1) + Medium (৳380.00) | Regular Pasta (qty: 1) | Mexican Hot (qty: 1) | Soft Drinks (qty: 2) | Fresh Water (qty: 1),,,879.00
006529,Completed,27-05-2024 08:25:48 PM,Default Outlet,Dine-in,# 5,27-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken Offer (qty: 1) + 12” (৳399.00) | Potato Masala Wedges (qty: 1) | Soft Drinks (qty: 3),,,564.00
006528,Completed,27-05-2024 08:06:00 PM,Default Outlet,Delivery,# 4,27-05-2024,Default Shift,Default Terminal,Admin,Admin,,Regular Pasta (qty: 1),,,200.00
006527,Completed,27-05-2024 08:03:28 PM,Default Outlet,Delivery,# 3,27-05-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 12” (৳399.00),,,399.00
006526,Completed,27-05-2024 07:55:37 PM,Default Outlet,Delivery,# 2,27-05-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 12” (৳399.00),,,399.00
006525,Completed,27-05-2024 07:27:44 PM,Default Outlet,Takeaway,# 1,27-05-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 12” (৳399.00),,,399.00
006524,Completed,26-05-2024 10:49:57 PM,Default Outlet,Delivery,# 12,26-05-2024,Default Shift,Default Terminal,Admin,Admin,,Corridor Special Pasta (qty: 1) + 12” (৳399.00) | BBQ Chicken Offer (qty: 1),,,649.00
006523,Completed,26-05-2024 09:26:11 PM,Default Outlet,Delivery,# 11,26-05-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 9” (৳299.00),,,299.00
006522,Completed,26-05-2024 09:07:35 PM,Default Outlet,Delivery,# 10,26-05-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 9” (৳299.00),,,299.00
006521,Completed,26-05-2024 08:06:51 PM,Default Outlet,Delivery,# 9,26-05-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 12” (৳399.00),,,399.00
006520,Completed,26-05-2024 06:51:49 PM,Default Outlet,Dine-in,# 8,26-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 3,Mixed Pasta (qty: 1),,,230.00
006519,Completed,26-05-2024 06:43:21 PM,Default Outlet,Dine-in,# 7,26-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 6,BBQ Chicken Offer (qty: 1) + 6” (৳199.00) | Chicken Chowmein 1:2 (qty: 1) | Fresh Water (qty: 2),,,419.00
006518,Completed,26-05-2024 06:33:59 PM,Default Outlet,Dine-in,# 6,26-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 1,Chicken Pop (qty: 3) | Soft Drinks (qty: 3),,,525.00
006517,Completed,26-05-2024 04:53:15 PM,Default Outlet,Dine-in,# 5,26-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 7,BBQ Chicken Offer (qty: 1) + 9” (৳299.00),,,299.00
006516,Completed,26-05-2024 04:19:17 PM,Default Outlet,Takeaway,# 4,26-05-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 6” (৳199.00) | BBQ Chicken Offer (qty: 1) + 12” (৳399.00),,,598.00
006515,Completed,26-05-2024 02:42:19 PM,Default Outlet,Dine-in,# 1,26-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 8,BBQ Chicken Offer (qty: 1) + 6” (৳199.00) | Fresh Water (qty: 1),,,219.00
006514,Completed,26-05-2024 02:21:32 PM,Default Outlet,Takeaway,# 2,26-05-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 12” (৳399.00),,,399.00
006513,Completed,25-05-2024 10:47:00 PM,Default Outlet,Dine-in,# 10,25-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 6,BBQ Chicken Offer (qty: 1) + 9” (৳299.00) | B.B.Q Meat Box (qty: 1) | Fresh Water (qty: 1) | Soft Drinks (qty: 1),,,573.00
006512,Completed,25-05-2024 10:43:46 PM,Default Outlet,Delivery,# 11,25-05-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 6” (৳199.00) | Naga Meat Box (qty: 1),,,428.00
006511,Completed,25-05-2024 09:56:03 PM,Default Outlet,Dine-in,# 8,25-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken Offer (qty: 1) + 9” (৳299.00),,,299.00
006510,Completed,25-05-2024 08:46:02 PM,Default Outlet,Delivery,# 7,25-05-2024,Default Shift,Default Terminal,Admin,Admin,,Chicken Shawarma (qty: 2),,,300.00
006509,Completed,25-05-2024 07:44:30 PM,Default Outlet,Dine-in,# 6,25-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 3,Mixed Pasta (qty: 1) | Naga Meat Box (qty: 1) | Soft Drinks (qty: 2),,,509.00
006508,Completed,25-05-2024 07:30:39 PM,Default Outlet,Dine-in,# 5,25-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 1,Chicken Chowmein 1:2 (qty: 1),,,180.00
006507,Completed,25-05-2024 05:59:08 PM,Default Outlet,Delivery,# 4,25-05-2024,Default Shift,Default Terminal,Admin,Admin,,Classic Meat Box (qty: 1),,,219.00
006506,Completed,25-05-2024 03:05:07 PM,Default Outlet,Delivery,# 3,25-05-2024,Default Shift,Default Terminal,Admin,Admin,,White Sauce Pasta (qty: 1) | Fresh Water (qty: 2),,,240.00
006505,Completed,25-05-2024 12:55:33 PM,Default Outlet,Dine-in,# 2,25-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 1,Regular Pasta (qty: 1) | Soft Drinks (qty: 1) | Fresh Water (qty: 1),,,245.00
006504,Completed,25-05-2024 12:07:48 PM,Default Outlet,Dine-in,# 1,25-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 6,Corridor Special Pizza (qty: 1) + Medium (৳520.00) | Fresh Water (qty: 1),,,540.00
006503,Completed,24-05-2024 09:43:11 PM,Default Outlet,Delivery,# 17,24-05-2024,Default Shift,Default Terminal,Admin,Admin,,B.B.Q Meat Box (qty: 1) | Chicken Shawarma (qty: 1),,,339.00
006502,Completed,24-05-2024 08:56:06 PM,Default Outlet,Dine-in,# 15,24-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 2,Corridor Special Pasta (qty: 1),,,250.00
006501,Completed,24-05-2024 08:49:45 PM,Default Outlet,Takeaway,# 16,24-05-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 9” (৳299.00),,,299.00
006500,Completed,24-05-2024 08:49:07 PM,Default Outlet,Delivery,# 14,24-05-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 6” (৳199.00) | Chicken Sausage Offer (qty: 1) + 6” (৳199.00),,,398.00
006499,Completed,24-05-2024 08:28:42 PM,Default Outlet,Dine-in,# 13,24-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken Offer (qty: 1) + 6” (৳199.00),,,199.00
006498,Completed,24-05-2024 08:28:25 PM,Default Outlet,Dine-in,# 12,24-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 6,BBQ Chicken Offer (qty: 1) + 9” (৳299.00),,,299.00
006497,Completed,24-05-2024 08:12:53 PM,Default Outlet,Dine-in,# 9,24-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 4,Corridor Special Pasta (qty: 2) | B.B.Q Meat Box (qty: 1) | Red Chilli Pasta (qty: 1) | Chocolate Cold Coffee (qty: 1) | Soft Drinks (qty: 3),,,"1,064.00"
006496,Completed,24-05-2024 08:06:12 PM,Default Outlet,Delivery,# 10,24-05-2024,Default Shift,Default Terminal,Admin,Admin,,Chicken Sausage Offer (qty: 1) + 12” (৳399.00),,,399.00
006495,Completed,24-05-2024 08:05:51 PM,Default Outlet,Delivery,# 11,24-05-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 12” (৳399.00),,,399.00
006494,Completed,24-05-2024 07:18:59 PM,Default Outlet,Dine-in,# 7,24-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 8,BBQ Chicken Offer (qty: 1) + 9” (৳299.00) | Soft Drinks (qty: 2),,,349.00
006493,Completed,24-05-2024 07:04:03 PM,Default Outlet,Dine-in,# 5,24-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 6,BBQ Chicken Offer (qty: 1) + 12” (৳399.00) | Cheesy Chicken Nachos (qty: 1) | Soft Drinks (qty: 9),,,814.00
006492,Completed,24-05-2024 06:51:36 PM,Default Outlet,Dine-in,# 6,24-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 1,Soft Drinks (qty: 4) + 9” (৳299.00) | Chicken Sausage Offer (qty: 1),,,399.00
006491,Completed,24-05-2024 06:51:03 PM,Default Outlet,Delivery,# 4,24-05-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 12” (৳399.00) | Soft Drinks (qty: 3),,,474.00
006490,Completed,24-05-2024 06:08:14 PM,Default Outlet,Dine-in,# 3,24-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken Offer (qty: 1) + 12” (৳399.00),,,399.00
006489,Completed,24-05-2024 05:44:26 PM,Default Outlet,Dine-in,# 1,24-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 4,Chicken Sausage Offer (qty: 1) + 6” (৳199.00) | BBQ Chicken Offer (qty: 2) + 6” (৳199.00) | French Fry (qty: 1),,,717.00
006488,Completed,24-05-2024 05:30:54 PM,Default Outlet,Delivery,# 2,24-05-2024,Default Shift,Default Terminal,Admin,Admin,,Naga Meat Box (qty: 1),,,209.00
006487,Completed,23-05-2024 10:40:25 PM,Default Outlet,Dine-in,# 11,23-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ &amp; Sausage Combo Offer 12” (qty: 1) | Fresh Water (qty: 1),,,819.00
006486,Completed,23-05-2024 10:30:56 PM,Default Outlet,Dine-in,# 12,23-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 2,Soft Drinks (qty: 2),,,50.00
006485,Completed,23-05-2024 10:25:35 PM,Default Outlet,Dine-in,# 10,23-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 6,BBQ Chicken Offer (qty: 1) + 12” (৳399.00) | Chicken Chowmein 1:2 (qty: 1) + 6” (৳199.00) | BBQ Chicken Offer (qty: 1),,,778.00
006484,Completed,23-05-2024 10:04:33 PM,Default Outlet,Delivery,# 9,23-05-2024,Default Shift,Default Terminal,Admin,Admin,,B.B.Q Meat Box (qty: 1),,,200.00
006483,Completed,23-05-2024 09:37:07 PM,Default Outlet,Dine-in,# 7,23-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 3,Pizza Italian (qty: 1) + Small (৳270.00) | Chocolate Cold Coffee (qty: 2),,,430.00
006482,Completed,23-05-2024 09:10:55 PM,Default Outlet,Dine-in,# 8,23-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken Offer (qty: 1) + 9” (৳299.00) | Soft Drinks (qty: 2),,,349.00
006481,Completed,23-05-2024 08:51:40 PM,Default Outlet,Dine-in,# 6,23-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 4,BBQ Chicken Offer (qty: 1) + 12” (৳399.00) | Soft Drinks (qty: 4),,,499.00
006480,Completed,23-05-2024 07:29:33 PM,Default Outlet,Dine-in,# 5,23-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken Offer (qty: 1) + 9” (৳299.00) | Chicken Sausage Offer (qty: 1) + 6” (৳199.00) | Soft Drinks (qty: 3),,,573.00
006479,Completed,23-05-2024 06:47:02 PM,Default Outlet,Dine-in,# 4,23-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 3,Naga Spicy Chicken (qty: 1) + Small (৳280.00) | BBQ Chicken Offer (qty: 1) + 9” (৳299.00) | Soft Drinks (qty: 2),,,629.00
006478,Completed,23-05-2024 06:28:08 PM,Default Outlet,Dine-in,# 3,23-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken (qty: 1) + Large (৳480.00) | BBQ Chicken (qty: 1) + Small (৳240.00) | Fresh Water (qty: 2),,,640.00
006477,Completed,23-05-2024 04:50:11 PM,Default Outlet,Dine-in,# 2,23-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 4,BBQ &amp; Sausage Combo Offer 12” (qty: 1) | Fresh Water (qty: 1) | Soft Drinks (qty: 5),,,944.00
006476,Completed,23-05-2024 02:15:15 PM,Default Outlet,Dine-in,# 1,23-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 8,Chicken Wrap (qty: 1),,,180.00
006475,Completed,22-05-2024 10:00:51 PM,Default Outlet,Dine-in,# 15,22-05-2024,Default Shift,Default Terminal,Admin,Admin,,Soft Drinks (qty: 2),,,50.00
006474,Completed,22-05-2024 09:55:30 PM,Default Outlet,Dine-in,# 12,22-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 1,Chicken Sausage Offer (qty: 1) + 6” (৳199.00) | Cheesy Chicken Nachos (qty: 1),,,389.00
006473,Completed,22-05-2024 09:23:10 PM,Default Outlet,Dine-in,# 11,22-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 6,BBQ Chicken Offer (qty: 1) + 9” (৳299.00) | Mint Lemonade (qty: 1) | Chicken Chowmein 1:2 (qty: 1) | Soft Drinks (qty: 1),,,574.00
006472,Completed,22-05-2024 08:21:18 PM,Default Outlet,Dine-in,# 9,22-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 6,Chicken Chowmein 1:2 (qty: 1),,,180.00
006471,Completed,22-05-2024 08:17:03 PM,Default Outlet,Dine-in,# 7,22-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken Offer (qty: 1) + 12” (৳399.00) | Potato Masala Wedges (qty: 1) | Mixed Pasta (qty: 1) | Regular Pasta (qty: 1),,,919.00
006470,Completed,22-05-2024 08:14:10 PM,Default Outlet,Dine-in,# 8,22-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 8,BBQ Chicken Offer (qty: 1) + 9” (৳299.00) | Fresh Water (qty: 1),,,319.00
006469,Completed,22-05-2024 07:33:05 PM,Default Outlet,Delivery,# 6,22-05-2024,Default Shift,Default Terminal,Admin,Admin,,Chicken Chowmein 1:2 (qty: 1),,,180.00
006468,Completed,22-05-2024 07:32:36 PM,Default Outlet,Dine-in,# 5,22-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken Offer (qty: 1) + 6” (৳199.00),,,199.00
006467,Completed,22-05-2024 06:48:01 PM,Default Outlet,Delivery,# 4,22-05-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 12” (৳399.00),,,399.00
006466,Completed,22-05-2024 06:32:25 PM,Default Outlet,Delivery,# 3,22-05-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken (qty: 3) + Small (৳240.00),,,620.00
006465,Completed,22-05-2024 06:26:33 PM,Default Outlet,Dine-in,# 2,22-05-2024,Default Shift,Default Terminal,Admin,Admin,,B.B.Q Meat Box (qty: 1) | Fresh Water (qty: 1),,,249.00
006464,Completed,22-05-2024 05:47:36 PM,Default Outlet,Delivery,# 1,22-05-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 9” (৳299.00),,,299.00
006463,Completed,21-05-2024 10:16:18 PM,Default Outlet,Dine-in,# 16,21-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 8,BBQ Chicken Offer (qty: 1) + 6” (৳199.00) | Chocolate Cold Coffee (qty: 3),,,439.00
006462,Completed,21-05-2024 09:40:11 PM,Default Outlet,Dine-in,# 15,21-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 8,BBQ Chicken Offer (qty: 1) + 12” (৳399.00) | Soft Drinks (qty: 2),,,449.00
006461,Completed,21-05-2024 08:51:58 PM,Default Outlet,Dine-in,# 14,21-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken Offer (qty: 1) + 9” (৳299.00) | Soft Drinks (qty: 2),,,349.00
006460,Completed,21-05-2024 08:24:59 PM,Default Outlet,Dine-in,# 13,21-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 4,BBQ Chicken Offer (qty: 1) + 9” (৳299.00) | Soft Drinks (qty: 2),,,349.00
006459,Completed,21-05-2024 08:07:38 PM,Default Outlet,Dine-in,# 11,21-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken Offer (qty: 1) + 6” (৳199.00) | Soft Drinks (qty: 2),,,249.00
006458,Completed,21-05-2024 08:01:49 PM,Default Outlet,Dine-in,# 12,21-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 8,BBQ Chicken Offer (qty: 1) + 9” (৳299.00) | Naga Meat Box (qty: 1) | Soft Drinks (qty: 2),,,578.00
006457,Completed,21-05-2024 07:46:59 PM,Default Outlet,Dine-in,# 10,21-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken Offer (qty: 1) + 9” (৳299.00) | French Fry (qty: 1) | Fresh Water (qty: 1),,,439.00
006456,Completed,21-05-2024 07:46:24 PM,Default Outlet,Dine-in,# 9,21-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 6,Chicken Sausage Offer (qty: 1) + 9” (৳299.00) | Soft Drinks (qty: 2),,,349.00
006455,Completed,21-05-2024 07:07:53 PM,Default Outlet,Dine-in,# 8,21-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 3,Potato Masala Wedges (qty: 1) | Soft Drinks (qty: 1) | Chocolate Cold Coffee (qty: 1),,,195.00
